Index,Histogram,band_1_mean,band_1_std,band_2_mean,band_2_std,band_3_mean,band_3_std
4485.000,   2.000, 184.500,   6.500, 223.000,   5.000, 230.000,   4.000
4486.000,  19.000, 191.316,  17.327, 216.263,  12.012, 222.789,  11.391
4487.000,23393.000,  91.545,  14.250,  90.819,  13.081,  83.004,  12.910
4488.000,  28.000, 179.214,  18.751, 201.643,  20.020, 203.321,  21.053
4489.000,   4.000,  45.250,   8.258,  44.250,   8.258,  39.250,   8.258
4490.000,   9.000,  65.556,  25.003, 128.000,  21.949, 139.111,  23.269
4491.000,  57.000, 163.386,  12.846, 154.842,  12.431, 147.281,  12.663
4492.000,   3.000, 174.000,   5.888, 182.000,   5.715, 180.000,   4.899
4493.000,   2.000, 163.000,   6.000, 190.000,   5.000, 189.000,   3.000
4494.000,24647.000, 119.399,  18.330, 113.799,  15.966, 108.734,  17.327
4495.000,  71.000, 195.451,  16.965, 193.282,  15.594, 190.155,  15.512
4496.000,20312.000,  93.850,  11.478,  88.667,  10.747,  81.527,  10.383
4497.000,   4.000, 145.250,   8.378, 189.500,  11.969, 205.500,  11.347
4498.000, 165.000, 197.594,  18.579, 213.958,  17.272, 217.776,  17.062
4499.000,   2.000,   8.500,   0.500,  15.500,   1.500,   2.000,   0.000
4500.000,   9.000,  76.222,  24.688, 135.889,  24.465, 156.222,  24.526
4501.000,   2.000, 159.000,   2.000, 176.000,   3.000, 176.000,   3.000
4502.000,   8.000, 198.875,  12.771, 214.625,  13.610, 219.000,  14.832
4503.000,   2.000, 173.000,   4.000, 202.000,   4.000, 208.000,   4.000
4504.000,  42.000, 219.357,  18.470, 214.333,  16.986, 216.595,  16.493
4505.000,   3.000,  39.333,   3.859,  40.333,   3.859,  35.333,   3.859
4506.000,  55.000, 235.164,  15.141, 237.418,  15.259, 239.873,  14.501
4507.000,   4.000, 177.250,   6.180, 176.250,   6.057, 180.500,   6.874
4508.000,   2.000, 196.500,   2.500, 199.500,   3.500, 197.500,   4.500
4509.000,  11.000, 185.455,  13.104, 168.636,  12.153, 166.455,  12.101
4510.000,17421.000, 105.603,  10.976,  96.907,   8.842,  91.627,   9.347
4511.000, 115.000, 188.217,  18.773, 199.391,  17.239, 204.243,  16.207
4512.000,  92.000, 242.087,  14.896, 249.674,   9.466, 251.011,   9.137
4513.000,  17.000,  41.588,  15.065,  37.941,  15.241,  33.294,  15.134
4514.000,   5.000, 151.200,   7.600, 167.000,  10.100, 168.200,   8.886
4515.000,10784.000,  86.041,  12.403,  83.702,  12.105,  76.263,  11.921
4516.000,   7.000,  22.571,  18.988,  16.571,  18.988,  20.286,  19.189
4517.000, 256.000, 188.395,  20.233, 204.625,  18.547, 209.523,  17.713
4518.000,  26.000, 193.115,  22.244, 209.038,  19.833, 208.423,  19.335
4519.000,   3.000,  10.667,   4.714,  12.667,   4.714,   7.667,   4.714
4520.000, 181.000, 237.199,  17.720, 245.028,  13.041, 246.486,  11.890
4521.000,   4.000, 166.500,   5.025, 189.750,   6.180, 192.500,   6.946
4522.000,  15.000,  43.533,  17.757,  46.533,  17.757,  37.267,  17.628
4523.000,   5.000, 170.200,  10.400, 189.200,  10.534, 187.800,  11.089
4524.000,   4.000,  15.250,   7.790,  20.250,   7.790,  13.250,   7.790
4525.000,   7.000,  47.000,   9.856,  41.571,  10.210,  41.286,  10.024
4526.000,   9.000, 177.444,  10.771, 185.444,  12.276, 195.778,  10.152
4527.000,   3.000, 153.667,   7.717, 176.000,   5.715, 173.000,   6.481
4528.000,  17.000, 187.412,  18.166, 218.647,  16.381, 219.059,  14.457
4529.000,   7.000, 168.571,  17.831, 183.429,  14.520, 182.143,  14.136
4530.000,  82.000, 165.829,   9.243, 153.707,   8.159, 144.293,   8.318
4531.000,13759.000, 139.439,  17.197, 128.421,  15.194, 122.163,  16.221
4532.000,   4.000, 127.500,   6.801, 161.000,   7.246, 171.250,   7.013
4533.000,15430.000,  98.923,  10.349,  98.618,   9.349,  90.253,   9.504
4534.000,   3.000, 185.333,   6.182, 197.000,   4.899, 202.333,   4.497
4535.000,   9.000, 162.556,  10.046, 197.000,   8.718, 196.444,   9.154
4536.000,   4.000, 127.500,   5.025, 158.500,   2.872, 169.750,   2.586
4537.000,   4.000, 152.750,  10.377, 177.500,   9.341, 163.250,   9.679
4538.000,10889.000,  82.350,  10.914,  82.316,  10.061,  77.477,  10.546
4539.000,   3.000, 154.667,   3.091, 175.667,   3.682, 178.000,   4.082
4540.000,   3.000, 140.667,   6.342, 161.667,   5.312, 166.667,   4.922
4541.000, 134.000, 244.582,  18.374, 250.306,  13.322, 248.776,  14.293
4542.000,11766.000, 101.006,   9.515,  96.704,   8.298,  89.285,   8.574
4543.000,   8.000, 248.375,   7.968, 233.625,   8.774, 229.000,   8.775
4544.000,  94.000, 196.936,  16.805, 201.638,  13.594, 205.745,  13.029
4545.000,   3.000, 212.667,  10.625, 202.667,  11.025, 202.000,  11.518
4546.000,   4.000, 210.500,  13.611, 193.000,  12.787, 188.250,  13.461
4547.000,  20.000, 172.200,  15.009, 177.400,  10.480, 180.100,  10.611
4548.000,13534.000,  90.771,  13.828,  87.671,  12.880,  80.245,  12.532
4549.000,  25.000,  46.960,  17.187,  43.640,  16.385,  39.520,  16.468
4550.000,   5.000,  26.200,  11.496,  35.000,  11.628,  24.200,  11.634
4551.000,   3.000, 239.000,  13.064, 230.667,  15.521, 230.000,  15.937
4552.000,  23.000,  56.000,  10.022,  45.652,  10.154,  45.522,   9.735
4553.000,   3.000, 211.667,  15.107, 202.333,  15.107, 202.667,  15.151
4554.000,   3.000, 187.667,   6.128, 222.667,   5.558, 213.667,   6.128
4555.000,   4.000, 206.500,   7.500, 227.000,   7.176, 218.000,   7.176
4556.000,40635.000,  79.469,  11.425,  80.706,  11.440,  72.624,  11.156
4557.000,   4.000, 234.500,  10.782, 220.500,  10.782, 218.500,  11.281
4558.000,  19.000,  43.105,  19.526,  38.895,  20.133,  38.842,  20.425
4559.000,   2.000, 202.000,   5.000, 187.000,   5.000, 183.000,   4.000
4560.000,   3.000, 167.000,   7.789, 190.667,   7.364, 178.667,   8.654
4561.000,   2.000, 206.500,   4.500, 241.500,   4.500, 237.500,   4.500
4562.000,29389.000,  97.136,  12.519,  96.598,  11.500,  89.589,  11.823
4563.000,   4.000, 208.250,   8.700, 223.750,   9.959, 215.750,   7.758
4564.000,17352.000,  94.020,  11.300,  91.214,   9.392,  83.625,   9.756
4565.000,11006.000, 116.102,  13.282, 106.652,  11.681,  99.611,  11.289
4566.000,14251.000, 109.558,  10.164,  98.019,   9.067,  94.386,   8.892
4567.000,  12.000, 241.667,   9.402, 245.750,   8.447, 249.417,   6.763
4568.000, 138.000, 191.500,  14.517, 199.717,  13.435, 207.630,  12.995
4569.000,17034.000,  82.445,   9.924,  82.193,  10.514,  77.043,   9.516
4570.000,   7.000,  40.429,  10.026,  45.429,  10.026,  38.429,  10.026
4571.000,21578.000, 125.775,  16.442, 115.258,  13.796, 108.597,  13.414
4572.000, 180.000, 199.133,  19.177, 203.028,  18.040, 205.461,  17.791
4573.000,  12.000,  37.250,  11.189,  36.250,  11.189,  31.750,  11.084
4574.000,  12.000, 243.083,   5.708, 243.167,   5.505, 244.833,   5.800
4575.000,  13.000, 226.385,  17.229, 219.462,  17.596, 220.769,  17.048
4576.000,  98.000, 151.694,  19.290, 142.612,  16.757, 133.429,  17.095
4577.000,11396.000, 109.371,  18.371, 100.887,  15.475,  93.492,  15.476
4578.000,   3.000,  11.333,   6.018,  13.333,   6.018,  10.333,   6.018
4579.000,   4.000,  22.250,   8.258,  13.250,   8.258,  17.250,   7.327
4580.000,   6.000,  25.167,   7.312,  24.833,   7.426,  17.833,   7.174
4581.000, 117.000, 178.444,  15.310, 190.650,  16.426, 192.607,  16.859
4582.000,  12.000,  27.750,   9.791,  25.500,   9.794,  21.750,   9.636
4583.000,   3.000, 206.667,   8.994, 207.000,   9.092, 211.333,   9.031
4584.000,  52.000, 235.731,  15.822, 236.308,  15.537, 238.462,  15.479
4585.000,  13.000, 193.385,  18.383, 197.923,  18.040, 201.000,  18.090
4586.000,   5.000,  23.800,   8.542,  30.400,   8.890,  20.600,   8.777
4587.000,   4.000,  32.750,  12.617,  30.750,  12.755,  26.250,  12.853
4588.000,14186.000,  80.634,  12.861,  79.613,  12.313,  72.566,  12.362
4589.000,   5.000,  85.800,  36.213,  91.800,  35.369,  95.200,  35.250
4590.000,   4.000,  15.500,   8.201,  15.500,   8.201,  13.500,   8.201
4591.000,  13.000, 160.308,   7.780, 188.615,   7.560, 190.462,   7.851
4592.000,   7.000,  27.000,  11.489,  21.143,  11.753,  18.429,  11.648
4593.000, 228.000, 241.579,  15.488, 249.412,   9.350, 249.566,   8.935
4594.000,  10.000, 198.200,  14.621, 214.700,  10.955, 221.700,  11.420
4595.000,  22.000, 215.045,  40.896, 221.773,  40.976, 225.091,  39.979
4596.000,   3.000, 191.000,  24.913, 209.667,  24.088, 209.333,  24.499
4597.000,   4.000,  73.000,   7.176, 100.250,   5.804,  96.750,   6.139
4598.000,   2.000,   9.000,   4.000,   8.000,   4.000,   6.000,   4.000
4599.000,  12.000,  33.833,  10.229,  42.333,  10.339,  33.917,  10.364
4600.000,11444.000,  97.456,  12.308,  90.787,  10.940,  85.559,  11.029
4601.000,  20.000, 186.600,  22.988, 191.650,  22.206, 197.800,  22.006
4602.000,  46.000, 235.435,  16.838, 237.543,  14.995, 241.217,  14.511
4603.000,   9.000,  28.444,  11.663,  39.444,  11.663,  25.444,  11.663
4604.000,   5.000, 175.400,   8.823, 201.600,   8.040, 198.400,   8.139
4605.000,11216.000, 145.226,  15.259, 138.348,  15.900, 137.443,  17.911
4606.000,17782.000,  92.889,  14.594,  90.029,  13.108,  82.235,  12.835
4607.000,   8.000, 193.250,   9.947, 227.625,   6.594, 224.875,   6.294
4608.000,   7.000, 154.143,   7.990, 185.571,   9.737, 181.857,   9.848
4609.000,20231.000,  94.404,  12.209,  87.731,  11.804,  85.475,  11.203
4610.000,  16.000, 143.500,  21.743, 184.688,  15.123, 182.375,  15.688
4611.000, 181.000, 230.127,  22.224, 240.939,  16.120, 244.541,  13.422
4612.000,11445.000,  86.951,  11.842,  85.394,  11.661,  77.500,  11.415
4613.000,   3.000, 188.000,  15.937, 207.667,  14.727, 209.667,  14.291
4614.000,   5.000,  31.600,  19.592,  23.200,  20.682,  26.000,  20.317
4615.000,   3.000, 147.667,  21.515, 173.333,  21.061, 171.667,  20.155
4616.000,   2.000,  14.500,   0.500,   5.500,   0.500,   8.500,   0.500
4617.000,10216.000,  70.498,  11.927,  73.552,  12.741,  66.064,  11.598
4618.000,18470.000,  96.086,  11.955,  89.204,  10.293,  83.512,  10.524
4619.000,  58.000, 172.034,  21.217, 172.017,  18.128, 175.500,  18.107
4620.000, 131.000, 152.695,  11.890, 142.802,  10.130, 132.931,  10.484
4621.000,  47.000, 184.213,  13.549, 189.234,  11.842, 192.830,  12.234
4622.000,  14.000,  32.071,  25.364,  26.000,  25.383,  27.000,  24.994
4623.000,  13.000,  53.154,  10.332,  53.538,  10.404,  45.538,  10.404
4624.000,   3.000, 181.333,   6.342, 185.000,   5.888, 193.333,   4.989
4625.000,   2.000, 154.000,  11.000, 193.000,   9.000, 200.000,  10.000
4626.000,   9.000,  39.000,  13.433,  38.556,  13.606,  31.889,  13.136
4627.000, 101.000, 220.762,  17.119, 224.792,  17.550, 229.515,  17.477
4628.000,   5.000, 140.200,  15.092, 163.400,  10.500, 173.400,   9.478
4629.000,   2.000,  16.500,   0.500,  16.500,   0.500,   8.500,   0.500
4630.000,   2.000,  33.500,   2.500,  41.500,   2.500,  28.500,   2.500
4631.000,26791.000,  93.561,  13.064,  94.075,  12.601,  87.025,  11.051
4632.000,   2.000, 127.000,   8.000, 162.000,   7.000, 173.000,   6.000
4633.000,   5.000,  14.200,   8.060,  27.400,   7.419,   9.400,   7.684
4634.000, 180.000, 238.256,  27.982, 247.783,  19.297, 248.989,  18.029
4635.000,   6.000,  32.333,  15.195,  40.167,  16.139,  30.667,  15.041
4636.000,   4.000, 175.000,   8.718, 184.500,   9.341, 187.250,  10.158
4637.000,   5.000,  27.600,   9.024,  37.400,   8.523,  20.400,   8.523
4638.000,  20.000,  43.200,  13.460,  49.200,  13.460,  36.300,  13.263
4639.000,   4.000, 168.750,   5.403, 154.750,   5.403, 154.750,   5.403
4640.000,   3.000, 178.000,  13.491, 188.333,  12.710, 192.667,  13.098
4641.000,   4.000,  38.750,  13.292,  39.250,  12.814,  35.000,  13.546
4642.000,25273.000, 115.143,  13.412, 105.244,  11.844,  99.420,  11.576
4643.000,12759.000,  90.297,   7.530,  89.466,   6.989,  81.982,   6.960
4644.000,   4.000,  24.750,   9.601,  24.500,   7.826,  14.500,   8.529
4645.000,  19.000,  52.737,  15.393,  60.263,  15.351,  49.895,  15.423
4646.000,   4.000, 175.500,  13.611, 181.000,  13.838, 180.250,  14.652
4647.000,  24.000, 210.333,  11.375, 213.083,  10.336, 215.417,  10.843
4648.000,21069.000, 102.051,  13.224,  98.163,  11.307,  91.977,  11.947
4649.000, 138.000, 246.152,  22.287, 247.667,  20.841, 245.775,  21.816
4650.000,   4.000, 183.000,  17.117, 232.500,  12.933, 229.250,  14.202
4651.000, 206.000, 171.228,  12.964, 179.330,  12.697, 182.650,  13.699
4652.000,  10.000,  25.300,  14.994,  29.700,  14.506,  22.700,  14.506
4653.000,  84.000, 239.667,  15.487, 244.929,  12.905, 246.333,  12.572
4654.000,   9.000, 203.778,  13.472, 208.333,  13.573, 206.889,  13.674
4655.000,   2.000,  27.500,   1.500,  22.500,   1.500,  16.500,   1.500
4656.000,   9.000,  50.778,  10.942,  46.333,  10.708,  43.000,  10.530
4657.000,   9.000, 180.778,  13.782, 197.778,  13.895, 204.444,  13.259
4658.000,  13.000,  34.385,   9.000,  34.538,   9.001,  26.538,   9.001
4659.000,   3.000, 198.333,   7.930, 211.333,   7.930, 217.333,   7.930
4660.000,   4.000, 209.250,  13.198, 218.000,  12.124, 203.250,  11.777
4661.000, 121.000, 201.091,   9.336, 191.859,   7.550, 183.719,   7.797
4662.000,   7.000, 173.429,  25.343, 209.571,  18.722, 208.857,  20.259
4663.000,   3.000,  42.333,   9.741,  48.333,   9.741,  37.667,  10.339
4664.000,   4.000,  23.000,   9.301,  24.000,   9.138,  19.500,   9.287
4665.000,   4.000,  17.750,   4.146,  17.250,   4.493,  13.000,   4.301
4666.000,   2.000,  10.000,   4.000,  11.000,   4.000,   6.000,   4.000
4667.000,   3.000, 186.000,   7.874, 201.000,   7.874, 206.000,   7.874
4668.000,   3.000,  33.667,  10.842,  34.667,  10.842,  29.667,  10.842
4669.000,15417.000,  97.209,  11.082,  90.542,   9.463,  86.766,   9.452
4670.000,14011.000,  92.535,   9.930,  91.378,   8.975,  83.179,   9.000
4671.000,   4.000,  19.250,  10.545,  16.000,   9.644,  13.250,   9.731
4672.000,   6.000, 163.500,   9.777, 181.500,   9.845, 185.667,   8.596
4673.000,   3.000, 212.000,  11.518, 214.333,  10.339, 214.333,  11.671
4674.000,   2.000,  20.500,   3.500,  13.000,   5.000,  16.500,   3.500
4675.000,17623.000,  90.993,  11.381,  86.561,  10.802,  81.624,  10.156
4676.000,11761.000,  79.436,  10.358,  79.482,  10.386,  73.910,   9.782
4677.000,   7.000, 204.429,  15.380, 212.714,  12.781, 215.000,  12.728
4678.000,12397.000,  98.226,  16.056,  94.207,  14.657,  86.409,  13.332
4679.000,   3.000,  67.333,  20.806,  93.000,  21.354,  89.000,  20.607
4680.000,  40.000, 231.600,  43.143, 238.450,  38.635, 239.225,  38.214
4681.000,   6.000,  40.167,  10.106,  78.500,  11.997,  74.833,  10.637
4682.000,   4.000,  29.500,  11.258,  32.000,  11.358,  24.250,  12.049
4683.000,12778.000,  85.532,  11.584,  84.277,  11.028,  77.848,  11.133
4684.000,  84.000, 170.429,  24.459, 189.750,  21.841, 192.976,  21.077
4685.000,   3.000,  26.333,  15.326,  31.333,  15.326,  24.333,  15.326
4686.000,   3.000, 152.000,  17.907, 173.667,  15.063, 172.000,  16.310
4687.000,23663.000,  90.377,  11.848,  87.068,  10.868,  80.766,  10.656
4688.000, 176.000, 201.176,  24.539, 214.756,  20.188, 217.097,  19.550
4689.000,  24.000, 241.542,   8.109, 247.833,   7.744, 249.375,   6.563
4690.000,  16.000, 164.875,  18.072, 179.188,  17.540, 180.625,  18.114
4691.000,15336.000, 100.552,   9.075,  93.693,   8.376,  88.235,   8.325
4692.000,   6.000,  35.000,  20.257,  31.333,  20.475,  33.333,  20.311
4693.000,   2.000,  40.500,   2.500,  35.500,   2.500,  31.500,   2.500
4694.000,  11.000,  24.455,  14.368,  36.364,  13.792,  18.818,  13.986
4695.000,   3.000,  23.333,   2.494,  19.333,   2.494,  16.333,   2.494
4696.000, 155.000, 165.652,  18.853, 179.355,  17.902, 184.039,  18.095
4697.000,  10.000, 140.100,  14.307, 165.900,  11.995, 171.600,  12.134
4698.000,10649.000,  76.504,  10.987,  78.811,  12.086,  72.498,  10.838
4699.000,  24.000,  28.667,  11.796,  32.250,  11.720,  25.250,  11.720
4700.000,  17.000,  52.471,  15.786,  43.529,  15.853,  45.765,  15.671
4701.000,14790.000,  67.280,  12.934,  68.178,  14.167,  62.462,  12.685
4702.000,14174.000,  84.239,  11.221,  81.922,  11.075,  77.127,  10.720
4703.000,  78.000, 183.282,  21.008, 173.244,  20.379, 171.756,  20.084
4704.000,   8.000,  43.125,  12.840,  49.000,  12.520,  37.000,  12.659
4705.000,25497.000,  96.438,  11.252,  90.940,  10.295,  85.645,   9.897
4706.000,   2.000,  23.000,   2.000,  12.000,   2.000,  16.000,   2.000
4707.000,   2.000,  17.000,   1.000,  18.000,   1.000,  12.000,   1.000
4708.000, 269.000, 143.859,  12.368, 132.093,  11.524, 125.807,  11.208
4709.000,11589.000,  79.619,  10.768,  81.069,  10.952,  73.302,  10.192
4710.000,   2.000,  31.500,   1.500,  33.500,   0.500,  25.000,   1.000
4711.000,  18.000,  40.389,  20.745,  45.944,  20.441,  35.833,  20.356
4712.000,   3.000,  30.333,  23.977,  30.667,  23.697,  22.667,  23.697
4713.000, 130.000, 190.862,  13.204, 192.246,  12.773, 190.485,  12.847
4714.000,   4.000,  46.250,  14.149,  38.250,  14.149,  36.250,  14.149
4715.000,   5.000,  28.200,  18.104,  32.400,  17.442,  25.400,  17.442
4716.000,   3.000,  28.333,   8.260,  31.333,   8.340,  19.333,   8.957
4717.000,   5.000,  10.600,   2.653,  10.000,   2.530,   5.600,   2.653
4718.000,   6.000,  44.833,  10.884,  47.833,  10.854,  33.833,  10.884
4719.000,   6.000,  29.833,  18.105,  31.667,  18.309,  26.500,  18.518
4720.000,  96.000, 239.333,  19.058, 246.562,  15.366, 246.458,  16.661
4721.000,14343.000,  84.236,  12.599,  82.347,  12.689,  77.045,  11.756
4722.000, 121.000, 147.322,  12.168, 141.959,  10.290, 129.231,  10.504
4723.000,  31.000,  36.194,  16.362,  31.839,  16.512,  37.129,  16.180
4724.000,   3.000,  16.667,  13.719,  21.667,  13.719,  15.333,  13.275
4725.000,  11.000, 187.364,  26.708, 208.636,  24.433, 208.818,  24.701
4726.000, 194.000, 173.954,  16.389, 183.892,  13.453, 188.892,  14.597
4727.000,  34.000, 169.529,  11.840, 161.353,  10.655, 150.147,  10.741
4728.000,   2.000,  20.500,   2.500,  23.500,   2.500,  16.500,   2.500
4729.000,   3.000, 148.667,  16.780, 167.667,  18.874, 168.000,  19.816
4730.000,   2.000, 171.500,  10.500, 192.000,   8.000, 201.000,   9.000
4731.000, 107.000, 178.897,  15.665, 198.589,  13.437, 204.121,  12.384
4732.000, 139.000, 236.935,  32.072, 245.252,  27.220, 247.165,  24.542
4733.000,   2.000, 176.000,   3.000, 203.000,   6.000, 204.000,   5.000
4734.000,   4.000, 138.500,  15.692, 176.250,  13.479, 172.000,  13.379
4735.000,   3.000, 184.667,  11.898, 203.667,  11.813, 215.333,  10.339
4736.000,   7.000,  36.429,  18.874,  34.429,  18.874,  35.429,  18.874
4737.000,  16.000,  39.812,  12.871,  37.312,  12.994,  32.250,  12.925
4738.000,   5.000,  38.800,   7.833,  44.800,   7.833,  34.800,   7.833
4739.000,   5.000,  46.800,   6.675,  41.800,   6.675,  35.800,   6.675
4740.000,   5.000,  36.200,  19.620,  31.200,  19.620,  25.200,  19.620
4741.000,   2.000, 130.500,   8.500, 168.000,   6.000, 167.000,   3.000
4742.000,  19.000,  39.947,  17.416,  37.947,  17.416,  42.737,  17.414
4743.000,21048.000,  69.021,  12.812,  69.669,  13.816,  64.644,  12.526
4744.000,  14.000, 235.500,  19.573, 241.214,  18.974, 242.214,  19.439
4745.000, 284.000, 175.725,  19.314, 185.680,  18.639, 192.173,  17.981
4746.000,   3.000,  60.333,  38.904,  86.667,  41.120, 104.333,  40.836
4747.000,  20.000, 170.000,  21.078, 156.000,  21.078, 155.000,  21.078
4748.000,   3.000, 177.000,   8.641, 182.667,   7.717, 188.667,   6.600
4749.000,22057.000,  92.923,  11.602,  91.559,  10.737,  82.712,  10.101
4750.000,   7.000,  42.429,   7.632,  42.000,   8.000,  32.143,   7.864
4751.000,29393.000,  73.145,  13.284,  73.481,  13.691,  67.513,  13.424
4752.000,20495.000, 105.410,  12.343,  96.703,  10.681,  91.926,  10.743
4753.000,13992.000, 108.915,  12.295, 100.504,  11.972,  98.531,  12.325
4754.000,  27.000, 193.074,  10.143, 176.852,  10.106, 174.259,  10.094
4755.000,   4.000,  78.250,  22.095,  98.750,  21.936, 112.750,  21.206
4756.000,   4.000,  37.250,  12.255,  35.000,  11.292,  27.750,  11.605
4757.000,  15.000,  59.133,  14.578,  49.267,  14.484,  48.067,  14.530
4758.000,  50.000, 142.000,  17.776, 137.460,  15.708, 126.820,  15.845
4759.000,   8.000,  30.125,   9.493,  26.125,   9.493,  23.125,   9.493
4760.000,11794.000, 128.971,  16.231, 121.232,  14.789, 119.576,  16.602
4761.000,   2.000, 168.500,   1.500, 169.500,   2.500, 169.000,   2.000
4762.000,  90.000, 215.556,  14.342, 216.500,  12.679, 220.222,  13.103
4763.000,20508.000,  84.063,  10.974,  83.912,  11.801,  75.528,  10.551
4764.000,   6.000,  25.167,   7.946,  32.167,   7.104,  22.500,   8.261
4765.000,   5.000, 165.800,  13.106, 165.800,  14.330, 171.000,  14.297
4766.000,   7.000,  22.286,   8.031,  23.000,   8.000,  17.714,   8.189
4767.000,12099.000,  85.028,  10.325,  89.230,  12.436,  81.624,  10.803
4768.000,14144.000,  90.588,  10.359,  88.020,   9.586,  80.764,   9.194
4769.000,  57.000, 235.772,  20.683, 247.158,  17.503, 249.228,  15.296
4770.000,  49.000, 209.367,  17.094, 222.898,  14.213, 228.633,  13.181
4771.000,   2.000, 186.000,   1.000, 205.000,   1.000, 209.000,   1.000
4772.000, 400.000, 151.617,  18.094, 167.428,  18.670, 173.560,  20.051
4773.000,  47.000, 174.894,  14.210, 181.298,  13.953, 183.723,  13.717
4774.000,  24.000, 178.292,  18.247, 161.375,  18.110, 157.000,  18.127
4775.000,24599.000, 121.629,  19.154, 113.353,  16.758, 105.902,  17.679
4776.000,20357.000,  91.755,  10.388,  89.832,   9.638,  84.102,   9.504
4777.000,27046.000,  95.098,  12.742,  89.785,  11.868,  83.411,  11.179
4778.000,   2.000,  15.500,   4.500,  22.500,   4.500,  14.500,   4.500
4779.000,   3.000,  97.667,   3.091, 120.333,   2.625, 129.333,   4.028
4780.000,  22.000, 153.909,  21.116, 136.500,  20.223, 140.318,  21.135
4781.000,   2.000, 196.500,   3.500, 179.000,   2.000, 183.500,   3.500
4782.000, 148.000, 217.534,  23.753, 220.216,  22.168, 223.351,  21.653
4783.000,25095.000,  88.257,  12.763,  84.566,  11.896,  78.962,  11.453
4784.000,   6.000, 156.167,  25.530, 165.500,  25.005, 166.833,  24.245
4785.000,  50.000, 157.560,  13.244, 149.040,  12.643, 141.140,  12.778
4786.000,   6.000,  41.000,  13.832,  34.500,  12.553,  32.000,  12.974
4787.000,  87.000, 160.368,  15.168, 148.989,  12.855, 138.540,  13.695
4788.000,   3.000,  17.333,   3.091,  19.667,   2.625,   8.667,   2.625
4789.000,   7.000,  46.143,   9.372,  34.143,   9.372,  36.143,   9.372
4790.000,34846.000, 102.825,  12.585,  95.170,  11.155,  89.213,  11.124
4791.000,   6.000,  36.000,  10.182,  32.000,  10.182,  29.000,  10.182
4792.000,13687.000,  89.775,  10.767,  87.663,  10.928,  80.459,   9.620
4793.000,   4.000,  37.500,  12.460,  40.500,  12.460,  31.500,  12.460
4794.000,   9.000,  32.000,  14.780,  38.000,  14.780,  26.000,  14.780
4795.000,   3.000,  26.000,  22.686,  36.000,  22.686,  25.000,  22.686
4796.000,24186.000,  76.995,  12.347,  79.219,  12.466,  72.144,  11.901
4797.000, 353.000, 197.496,  19.435, 204.428,  16.475, 211.008,  17.273
4798.000,   2.000,  23.500,   1.500,  26.500,   1.500,  19.500,   1.500
4799.000,30113.000,  91.035,  12.978,  87.432,  11.958,  81.830,  11.542
4800.000,   4.000,  28.250,  11.987,  30.250,  11.987,  25.250,  11.987
4801.000,   9.000,  47.444,  19.906,  47.778,  18.914,  42.889,  19.581
4802.000,13294.000,  88.683,  10.607,  82.779,  10.485,  79.615,  10.226
4803.000,11903.000,  81.270,  12.027,  79.174,  12.659,  72.720,  11.447
4804.000,   8.000,  40.000,  21.863,  43.375,  21.505,  31.000,  21.903
4805.000,   5.000,  47.000,  13.565,  42.600,  12.339,  33.400,  11.960
4806.000,19640.000, 112.373,  10.522, 103.050,   8.547,  97.679,   8.400
4807.000,   3.000, 179.000,  11.776, 179.000,  11.776, 179.000,  11.776
4808.000,2126.000, 144.719,  19.027, 128.870,  16.109, 119.556,  15.267
4809.000,   5.000,  25.800,   9.908,  22.800,   9.908,  17.000,  10.826
4810.000,   5.000, 175.200,  35.628, 174.000,  35.928, 170.200,  36.411
4811.000,   9.000,  39.444,  18.118,  37.444,  16.984,  33.778,  17.358
4812.000,36487.000,  89.936,  12.208,  90.105,  11.508,  82.023,  10.952
4813.000,   4.000,  24.250,  11.861,  23.250,  11.861,  19.000,  11.554
4814.000,   4.000,  27.250,   3.832,  27.250,   3.767,  21.750,   3.767
4815.000,   4.000,  28.000,  16.140,  24.000,  16.140,  21.000,  16.140
4816.000,16591.000,  87.851,  11.766,  83.704,  10.976,  78.662,  10.810
4817.000,15871.000,  71.823,  12.875,  73.466,  13.188,  67.888,  12.625
4818.000,   4.000,  18.000,   7.906,  13.500,   8.047,  10.500,   8.047
4819.000,57241.000, 103.223,  14.202,  93.210,  11.765,  90.458,  12.186
4820.000,   5.000,  26.400,  13.574,  37.400,  13.574,  21.400,  13.574
4821.000,52375.000, 118.534,  18.954, 107.880,  17.164, 103.836,  16.858
4822.000,  53.000, 247.566,  11.616, 248.830,   9.880, 251.509,   8.350
4823.000,   2.000, 210.000,  11.000, 221.500,  10.500, 217.500,  10.500
4824.000,  38.000,  34.868,  13.314,  25.000,  13.328,  30.632,  13.096
4825.000,   5.000,  29.000,   7.797,  35.800,   8.158,  25.400,   7.965
4826.000,   5.000,  39.200,  14.784,  45.200,  14.784,  35.200,  14.784
4827.000,   2.000, 200.000,   9.000, 224.500,   9.500, 229.000,  10.000
4828.000,   7.000,  34.429,  18.669,  75.714,  17.830,  78.714,  18.140
4829.000,   5.000,  36.600,  20.006,  42.600,  20.006,  32.600,  20.006
4830.000,  25.000,  33.200,  14.905,  32.080,  14.587,  30.600,  14.686
4831.000,   5.000, 148.600,  19.210, 182.400,  15.628, 187.400,  15.200
4832.000,   2.000,  18.000,   5.000,  15.000,   5.000,   8.000,   5.000
